GP_CODE,GP_NAME,APPOINTMENT_MONTH_START_DATE,imd_decile,total_patients,total_appointments,dna_count,face_to_face_count,same_day_count,appts_per_1000_patients,dna_rate_pct
C88054,GRENOSIDE SURGERY,2026-04-01 00:00:00,8,7774,3414,78,2103,1037,439.2,2.28
C88054,GRENOSIDE SURGERY,2026-05-01 00:00:00,8,7774,3215,93,1862,985,413.6,2.89
C88059,HAROLD STREET MEDICAL CENTRE,2025-11-01 00:00:00,1,2519,1320,172,683,495,524.0,13.03
C88059,HAROLD STREET MEDICAL CENTRE,2025-12-01 00:00:00,1,2519,1286,202,677,477,510.5,15.71
C88059,HAROLD STREET MEDICAL CENTRE,2026-01-01 00:00:00,1,2519,1234,184,622,531,489.9,14.91
C88059,HAROLD STREET MEDICAL CENTRE,2026-02-01 00:00:00,1,2519,1210,165,621,467,480.3,13.64
C88059,HAROLD STREET MEDICAL CENTRE,2026-04-01 00:00:00,1,2519,1084,157,548,444,430.3,14.48
C88059,HAROLD STREET MEDICAL CENTRE,2026-05-01 00:00:00,1,2519,1061,176,533,413,421.2,16.59
C88060,SHARROW LANE MEDICAL CENTRE,2025-11-01 00:00:00,2,4968,1869,118,1778,861,376.2,6.31
C88060,SHARROW LANE MEDICAL CENTRE,2025-12-01 00:00:00,2,4968,1749,104,1689,852,352.1,5.95
C88060,SHARROW LANE MEDICAL CENTRE,2026-01-01 00:00:00,2,4968,1878,101,1767,935,378.0,5.38
C88060,SHARROW LANE MEDICAL CENTRE,2026-02-01 00:00:00,2,4968,1867,97,1783,851,375.8,5.2
C88060,SHARROW LANE MEDICAL CENTRE,2026-04-01 00:00:00,2,4968,1673,90,1629,736,336.8,5.38
C88060,SHARROW LANE MEDICAL CENTRE,2026-05-01 00:00:00,2,4968,1573,78,1517,661,316.6,4.96
C88062,RUSTLINGS ROAD MEDICAL CENTRE,2025-11-01 00:00:00,8,4576,1379,37,766,380,301.4,2.68
C88062,RUSTLINGS ROAD MEDICAL CENTRE,2025-12-01 00:00:00,8,4576,1509,42,831,423,329.8,2.78
C88062,RUSTLINGS ROAD MEDICAL CENTRE,2026-01-01 00:00:00,8,4576,1536,41,808,413,335.7,2.67
C88062,RUSTLINGS ROAD MEDICAL CENTRE,2026-02-01 00:00:00,8,4576,1394,35,817,385,304.6,2.51
C88062,RUSTLINGS ROAD MEDICAL CENTRE,2026-04-01 00:00:00,8,4576,1287,40,675,369,281.3,3.11
C88062,RUSTLINGS ROAD MEDICAL CENTRE,2026-05-01 00:00:00,8,4576,1119,19,562,335,244.5,1.7
C88069,CLOVER GROUP PRACTICE,2025-11-01 00:00:00,2,15807,10158,938,5542,4903,642.6,9.23
C88069,CLOVER GROUP PRACTICE,2025-12-01 00:00:00,2,15807,11297,1244,5790,5660,714.7,11.01
C88069,CLOVER GROUP PRACTICE,2026-01-01 00:00:00,2,15807,11611,1237,5944,6037,734.5,10.65
C88069,CLOVER GROUP PRACTICE,2026-02-01 00:00:00,2,15807,10954,1112,5519,5715,693.0,10.15
C88069,CLOVER GROUP PRACTICE,2026-04-01 00:00:00,2,15807,10328,1376,5412,5312,653.4,13.32
C88069,CLOVER GROUP PRACTICE,2026-05-01 00:00:00,2,15807,9285,1460,5123,4789,587.4,15.72
C88070,SHIREGREEN MEDICAL CENTRE,2025-11-01 00:00:00,2,7930,3758,265,2312,1534,473.9,7.05
C88070,SHIREGREEN MEDICAL CENTRE,2025-12-01 00:00:00,2,7930,3979,290,2586,1498,501.8,7.29
C88070,SHIREGREEN MEDICAL CENTRE,2026-01-01 00:00:00,2,7930,4276,286,2793,1526,539.2,6.69
C88070,SHIREGREEN MEDICAL CENTRE,2026-02-01 00:00:00,2,7930,4019,271,2552,1408,506.8,6.74
C88070,SHIREGREEN MEDICAL CENTRE,2026-04-01 00:00:00,2,7930,3535,213,2218,1354,445.8,6.03
C88070,SHIREGREEN MEDICAL CENTRE,2026-05-01 00:00:00,2,7930,3626,230,2391,1370,457.3,6.34
C88072,WOODHOUSE MEDICAL CENTRE,2025-11-01 00:00:00,1,11918,7541,195,2802,2769,632.7,2.59
C88072,WOODHOUSE MEDICAL CENTRE,2025-12-01 00:00:00,1,11918,7508,181,2532,2700,630.0,2.41
C88072,WOODHOUSE MEDICAL CENTRE,2026-01-01 00:00:00,1,11918,8024,194,2952,3173,673.3,2.42
C88072,WOODHOUSE MEDICAL CENTRE,2026-02-01 00:00:00,1,11918,7264,161,2726,2617,609.5,2.22
C88072,WOODHOUSE MEDICAL CENTRE,2026-04-01 00:00:00,1,11918,7524,189,2929,2581,631.3,2.51
C88072,WOODHOUSE MEDICAL CENTRE,2026-05-01 00:00:00,1,11918,6867,134,2395,2199,576.2,1.95
C88073,HEELEY GREEN SURGERY,2025-11-01 00:00:00,3,5234,3214,214,1785,1600,614.1,6.66
C88073,HEELEY GREEN SURGERY,2025-12-01 00:00:00,3,5234,3087,275,1639,1629,589.8,8.91
C88073,HEELEY GREEN SURGERY,2026-01-01 00:00:00,3,5234,3213,282,1890,1559,613.9,8.78
C88073,HEELEY GREEN SURGERY,2026-02-01 00:00:00,3,5234,3121,206,1768,1490,596.3,6.6
C88073,HEELEY GREEN SURGERY,2026-04-01 00:00:00,3,5234,2586,226,1634,1240,494.1,8.74
C88073,HEELEY GREEN SURGERY,2026-05-01 00:00:00,3,5234,2567,227,1561,1177,490.4,8.84
C88074,DEEPCAR MEDICAL CENTRE,2025-11-01 00:00:00,6,5170,2423,109,1598,1009,468.7,4.5
C88074,DEEPCAR MEDICAL CENTRE,2025-12-01 00:00:00,6,5170,2291,106,1586,950,443.1,4.63
C88074,DEEPCAR MEDICAL CENTRE,2026-01-01 00:00:00,6,5170,2486,89,1598,1128,480.9,3.58
C88074,DEEPCAR MEDICAL CENTRE,2026-02-01 00:00:00,6,5170,2327,98,1471,915,450.1,4.21
C88074,DEEPCAR MEDICAL CENTRE,2026-04-01 00:00:00,6,5170,2396,101,1485,1071,463.4,4.22
C88074,DEEPCAR MEDICAL CENTRE,2026-05-01 00:00:00,6,5170,3058,117,1209,1755,591.5,3.83
C88076,DEVONSHIRE GREEN MEDICAL CENTRE,2025-11-01 00:00:00,5,9323,3708,167,2410,2106,397.7,4.5
C88076,DEVONSHIRE GREEN MEDICAL CENTRE,2025-12-01 00:00:00,5,9323,3432,170,2146,2018,368.1,4.95
C88076,DEVONSHIRE GREEN MEDICAL CENTRE,2026-01-01 00:00:00,5,9323,3850,192,2435,2270,413.0,4.99
C88076,DEVONSHIRE GREEN MEDICAL CENTRE,2026-02-01 00:00:00,5,9323,3629,214,2298,2160,389.3,5.9
C88076,DEVONSHIRE GREEN MEDICAL CENTRE,2026-04-01 00:00:00,5,9323,3894,164,2389,2276,417.7,4.21
C88076,DEVONSHIRE GREEN MEDICAL CENTRE,2026-05-01 00:00:00,5,9323,3332,161,2119,1850,357.4,4.83
C88077,GREEN CROSS GROUP PRACTICE,2025-11-01 00:00:00,1,7856,5005,396,2933,2640,637.1,7.91
C88077,GREEN CROSS GROUP PRACTICE,2025-12-01 00:00:00,1,7856,5043,245,2852,2730,641.9,4.86
C88077,GREEN CROSS GROUP PRACTICE,2026-01-01 00:00:00,1,7856,5663,460,3186,2893,720.9,8.12
C88077,GREEN CROSS GROUP PRACTICE,2026-02-01 00:00:00,1,7856,5268,345,2949,2776,670.6,6.55
C88077,GREEN CROSS GROUP PRACTICE,2026-04-01 00:00:00,1,7856,4916,362,2813,2620,625.8,7.36
C88077,GREEN CROSS GROUP PRACTICE,2026-05-01 00:00:00,1,7856,4669,328,2683,2404,594.3,7.03
C88078,MOSBOROUGH HEALTH CENTRE,2025-11-01 00:00:00,7,7123,4485,90,2870,2616,629.7,2.01
C88078,MOSBOROUGH HEALTH CENTRE,2025-12-01 00:00:00,7,7123,4519,105,2827,2753,634.4,2.32
C88078,MOSBOROUGH HEALTH CENTRE,2026-01-01 00:00:00,7,7123,5121,71,3431,3221,718.9,1.39
C88078,MOSBOROUGH HEALTH CENTRE,2026-02-01 00:00:00,7,7123,4666,62,3086,3015,655.1,1.33
C88078,MOSBOROUGH HEALTH CENTRE,2026-04-01 00:00:00,7,7123,5221,72,3409,3400,733.0,1.38
C88078,MOSBOROUGH HEALTH CENTRE,2026-05-01 00:00:00,7,7123,4746,82,3035,3161,666.3,1.73
C88079,CROOKES PRACTICE,2025-11-01 00:00:00,9,8369,3157,78,1945,1432,377.2,2.47
C88079,CROOKES PRACTICE,2025-12-01 00:00:00,9,8369,2993,64,1779,1308,357.6,2.14
C88079,CROOKES PRACTICE,2026-01-01 00:00:00,9,8369,3266,97,2051,1350,390.2,2.97
C88079,CROOKES PRACTICE,2026-02-01 00:00:00,9,8369,3088,75,1851,1350,369.0,2.43
C88079,CROOKES PRACTICE,2026-04-01 00:00:00,9,8369,3197,80,1998,1380,382.0,2.5
C88079,CROOKES PRACTICE,2026-05-01 00:00:00,9,8369,2454,72,1550,1073,293.2,2.93
C88082,CARRFIELD MEDICAL CENTRE,2025-11-01 00:00:00,2,6432,4253,249,1237,2398,661.2,5.85
C88082,CARRFIELD MEDICAL CENTRE,2025-12-01 00:00:00,2,6432,4134,267,1340,2080,642.7,6.46
C88082,CARRFIELD MEDICAL CENTRE,2026-01-01 00:00:00,2,6432,2359,243,1193,437,366.8,10.3
C88082,CARRFIELD MEDICAL CENTRE,2026-02-01 00:00:00,2,6432,2640,261,1417,419,410.4,9.89
C88082,CARRFIELD MEDICAL CENTRE,2026-04-01 00:00:00,2,6432,3894,211,1206,1979,605.4,5.42
C88082,CARRFIELD MEDICAL CENTRE,2026-05-01 00:00:00,2,6432,3695,187,1173,1846,574.5,5.06
C88083,SELBORNE ROAD MEDICAL CENTRE,2025-11-01 00:00:00,9,2355,1357,20,709,556,576.2,1.47
C88083,SELBORNE ROAD MEDICAL CENTRE,2025-12-01 00:00:00,9,2355,1338,26,664,616,568.2,1.94
C88083,SELBORNE ROAD MEDICAL CENTRE,2026-01-01 00:00:00,9,2355,1434,18,733,599,608.9,1.26
C88083,SELBORNE ROAD MEDICAL CENTRE,2026-02-01 00:00:00,9,2355,1304,22,722,500,553.7,1.69
C88083,SELBORNE ROAD MEDICAL CENTRE,2026-04-01 00:00:00,9,2355,1300,24,781,484,552.0,1.85
C88083,SELBORNE ROAD MEDICAL CENTRE,2026-05-01 00:00:00,9,2355,1288,19,720,539,546.9,1.48
C88084,CLOVER NORTH DARNALL HEALTH CENTRE,2025-11-01 00:00:00,1,3076,1830,139,1060,820,594.9,7.6
C88084,CLOVER NORTH DARNALL HEALTH CENTRE,2025-12-01 00:00:00,1,3076,1995,176,1110,898,648.6,8.82
C88084,CLOVER NORTH DARNALL HEALTH CENTRE,2026-01-01 00:00:00,1,3076,1830,171,995,895,594.9,9.34
C88084,CLOVER NORTH DARNALL HEALTH CENTRE,2026-02-01 00:00:00,1,3076,1722,158,954,832,559.8,9.18
C88084,CLOVER NORTH DARNALL HEALTH CENTRE,2026-04-01 00:00:00,1,3076,1620,112,880,765,526.7,6.91
C88084,CLOVER NORTH DARNALL HEALTH CENTRE,2026-05-01 00:00:00,1,3076,1635,104,961,734,531.5,6.36
C88085,RICHMOND MEDICAL CENTRE,2025-11-01 00:00:00,1,9727,5015,158,3097,2746,515.6,3.15
C88085,RICHMOND MEDICAL CENTRE,2025-12-01 00:00:00,1,9727,5266,189,3249,2996,541.4,3.59
C88085,RICHMOND MEDICAL CENTRE,2026-01-01 00:00:00,1,9727,6048,196,3599,3385,621.8,3.24
C88085,RICHMOND MEDICAL CENTRE,2026-02-01 00:00:00,1,9727,5521,170,3419,2909,567.6,3.08
C88085,RICHMOND MEDICAL CENTRE,2026-04-01 00:00:00,1,9727,5340,166,3201,2898,549.0,3.11
C88085,RICHMOND MEDICAL CENTRE,2026-05-01 00:00:00,1,9727,5285,173,3104,2823,543.3,3.27
C88086,SOUTHEY GREEN MEDICAL CTR,2025-11-01 00:00:00,1,2600,782,38,550,414,300.8,4.86
C88086,SOUTHEY GREEN MEDICAL CTR,2025-12-01 00:00:00,1,2600,861,50,691,447,331.2,5.81
C88086,SOUTHEY GREEN MEDICAL CTR,2026-01-01 00:00:00,1,2600,720,32,520,423,276.9,4.44
C88086,SOUTHEY GREEN MEDICAL CTR,2026-02-01 00:00:00,1,2600,781,33,599,415,300.4,4.23
C88086,SOUTHEY GREEN MEDICAL CTR,2026-04-01 00:00:00,1,2600,861,42,806,419,331.2,4.88
C88086,SOUTHEY GREEN MEDICAL CTR,2026-05-01 00:00:00,1,2600,701,28,665,391,269.6,3.99
C88087,DOVERCOURT GROUP PRACTICE,2025-11-01 00:00:00,1,9436,7549,313,6429,2954,800.0,4.15
C88087,DOVERCOURT GROUP PRACTICE,2025-12-01 00:00:00,1,9436,7679,311,6503,3119,813.8,4.05
C88087,DOVERCOURT GROUP PRACTICE,2026-01-01 00:00:00,1,9436,7691,341,6479,3218,815.1,4.43
C88087,DOVERCOURT GROUP PRACTICE,2026-02-01 00:00:00,1,9436,7504,352,6349,3233,795.3,4.69
C88087,DOVERCOURT GROUP PRACTICE,2026-04-01 00:00:00,1,9436,7885,373,6549,3370,835.6,4.73
C88087,DOVERCOURT GROUP PRACTICE,2026-05-01 00:00:00,1,9436,7323,310,6197,3060,776.1,4.23
C88088,EAST BANK MEDICAL CENTRE,2025-11-01 00:00:00,1,7651,5702,310,2801,3044,745.3,5.44
C88088,EAST BANK MEDICAL CENTRE,2025-12-01 00:00:00,1,7651,5611,295,2587,3191,733.4,5.26
C88088,EAST BANK MEDICAL CENTRE,2026-01-01 00:00:00,1,7651,5990,263,2779,3392,782.9,4.39
C88088,EAST BANK MEDICAL CENTRE,2026-02-01 00:00:00,1,7651,5843,266,2749,3216,763.7,4.55
C88088,EAST BANK MEDICAL CENTRE,2026-04-01 00:00:00,1,7651,5743,261,2665,3203,750.6,4.54
C88088,EAST BANK MEDICAL CENTRE,2026-05-01 00:00:00,1,7651,5394,270,2440,3043,705.0,5.01
C88090,MANOR AND PARK GROUP PRACTICE,2025-11-01 00:00:00,1,8022,6741,218,2896,3934,840.3,3.23
C88090,MANOR AND PARK GROUP PRACTICE,2025-12-01 00:00:00,1,8022,6550,201,2843,3871,816.5,3.07
C88090,MANOR AND PARK GROUP PRACTICE,2026-01-01 00:00:00,1,8022,7361,317,3289,4360,917.6,4.31
C88090,MANOR AND PARK GROUP PRACTICE,2026-02-01 00:00:00,1,8022,7058,298,3074,3985,879.8,4.22
C88090,MANOR AND PARK GROUP PRACTICE,2026-04-01 00:00:00,1,8022,7053,276,2927,4321,879.2,3.91
C88090,MANOR AND PARK GROUP PRACTICE,2026-05-01 00:00:00,1,8022,6321,287,2522,3962,788.0,4.54
C88091,BARNSLEY ROAD SURGERY,2025-11-01 00:00:00,2,2304,1160,86,1160,627,503.5,7.41
C88091,BARNSLEY ROAD SURGERY,2025-12-01 00:00:00,2,2304,1098,85,1097,572,476.6,7.74
C88091,BARNSLEY ROAD SURGERY,2026-01-01 00:00:00,2,2304,1085,92,1085,542,470.9,8.48
C88091,BARNSLEY ROAD SURGERY,2026-02-01 00:00:00,2,2304,1031,64,1031,559,447.5,6.21
C88091,BARNSLEY ROAD SURGERY,2026-04-01 00:00:00,2,2304,1109,49,510,610,481.3,4.42
C88091,BARNSLEY ROAD SURGERY,2026-05-01 00:00:00,2,2304,1109,48,513,638,481.3,4.33
C88092,VALLEY MEDICAL CENTRE,2025-11-01 00:00:00,6,9581,5513,232,4922,2405,575.4,4.21
C88092,VALLEY MEDICAL CENTRE,2025-12-01 00:00:00,6,9581,4909,172,4357,2219,512.4,3.5
C88092,VALLEY MEDICAL CENTRE,2026-01-01 00:00:00,6,9581,5891,186,5210,2845,614.9,3.16
C88092,VALLEY MEDICAL CENTRE,2026-02-01 00:00:00,6,9581,5916,155,5201,2864,617.5,2.62
C88092,VALLEY MEDICAL CENTRE,2026-04-01 00:00:00,6,9581,4684,130,4127,2160,488.9,2.78
C88092,VALLEY MEDICAL CENTRE,2026-05-01 00:00:00,6,9581,4306,154,3824,1959,449.4,3.58
C88095,MILL ROAD SURGERY,2025-11-01 00:00:00,7,5524,3361,60,1592,1504,608.4,1.79
C88095,MILL ROAD SURGERY,2025-12-01 00:00:00,7,5524,3507,69,1649,1763,634.9,1.97
C88095,MILL ROAD SURGERY,2026-01-01 00:00:00,7,5524,3852,72,1712,2054,697.3,1.87
C88095,MILL ROAD SURGERY,2026-02-01 00:00:00,7,5524,3851,71,1776,2033,697.1,1.84
C88095,MILL ROAD SURGERY,2026-04-01 00:00:00,7,5524,3576,73,1573,1890,647.4,2.04
C88095,MILL ROAD SURGERY,2026-05-01 00:00:00,7,5524,3490,81,1573,1845,631.8,2.32
C88622,SHEFFIELD MEDICAL CENTRE,2025-11-01 00:00:00,3,2927,877,70,646,101,299.6,7.98
C88622,SHEFFIELD MEDICAL CENTRE,2025-12-01 00:00:00,3,2927,997,83,737,163,340.6,8.32
C88622,SHEFFIELD MEDICAL CENTRE,2026-01-01 00:00:00,3,2927,984,90,736,122,336.2,9.15
C88622,SHEFFIELD MEDICAL CENTRE,2026-02-01 00:00:00,3,2927,913,70,678,124,311.9,7.67
C88622,SHEFFIELD MEDICAL CENTRE,2026-04-01 00:00:00,3,2927,1008,85,835,123,344.4,8.43
C88622,SHEFFIELD MEDICAL CENTRE,2026-05-01 00:00:00,3,2927,839,75,702,120,286.6,8.94
C88627,UNIVERSITY HEALTH SERVICE HEALTH CENTRE,2025-11-01 00:00:00,5,33116,8900,405,4112,4969,268.8,4.55
C88627,UNIVERSITY HEALTH SERVICE HEALTH CENTRE,2025-12-01 00:00:00,5,33116,8065,415,3448,4374,243.5,5.15
C88627,UNIVERSITY HEALTH SERVICE HEALTH CENTRE,2026-01-01 00:00:00,5,33116,8621,386,3869,4833,260.3,4.48
C88627,UNIVERSITY HEALTH SERVICE HEALTH CENTRE,2026-02-01 00:00:00,5,33116,9354,387,4020,5244,282.5,4.14
C88627,UNIVERSITY HEALTH SERVICE HEALTH CENTRE,2026-04-01 00:00:00,5,33116,8618,373,3358,5006,260.2,4.33
C88627,UNIVERSITY HEALTH SERVICE HEALTH CENTRE,2026-05-01 00:00:00,5,33116,8502,438,3756,4678,256.7,5.15
C88631,VERITAS HEALTH CENTRE,2025-11-01 00:00:00,5,1377,728,61,311,442,528.7,8.38
C88631,VERITAS HEALTH CENTRE,2025-12-01 00:00:00,5,1377,696,35,247,511,505.4,5.03
C88631,VERITAS HEALTH CENTRE,2026-01-01 00:00:00,5,1377,645,37,288,460,468.4,5.74
C88631,VERITAS HEALTH CENTRE,2026-02-01 00:00:00,5,1377,606,18,210,446,440.1,2.97
C88631,VERITAS HEALTH CENTRE,2026-04-01 00:00:00,5,1377,648,24,221,470,470.6,3.7
C88631,VERITAS HEALTH CENTRE,2026-05-01 00:00:00,5,1377,570,21,185,438,413.9,3.68
C88647,THE THORPE PRACTICE,2025-11-01 00:00:00,6,10586,7035,130,3478,3809,664.6,1.85
C88647,THE THORPE PRACTICE,2025-12-01 00:00:00,6,10586,6780,118,3309,3835,640.5,1.74
C88647,THE THORPE PRACTICE,2026-01-01 00:00:00,6,10586,7716,171,3825,4358,728.9,2.22
C88647,THE THORPE PRACTICE,2026-02-01 00:00:00,6,10586,7380,168,3791,4075,697.1,2.28
C88647,THE THORPE PRACTICE,2026-04-01 00:00:00,6,10586,7263,151,3235,3966,686.1,2.08
C88647,THE THORPE PRACTICE,2026-05-01 00:00:00,6,10586,7189,135,3308,3964,679.1,1.88
C88648,CRYSTAL PEAKS MEDICAL CENTRE,2025-11-01 00:00:00,4,7214,4026,198,3540,1763,558.1,4.92
C88648,CRYSTAL PEAKS MEDICAL CENTRE,2025-12-01 00:00:00,4,7214,4269,232,3746,1935,591.8,5.43
C88648,CRYSTAL PEAKS MEDICAL CENTRE,2026-01-01 00:00:00,4,7214,4151,178,3727,1899,575.4,4.29
C88648,CRYSTAL PEAKS MEDICAL CENTRE,2026-02-01 00:00:00,4,7214,3845,168,3364,1717,533.0,4.37
C88648,CRYSTAL PEAKS MEDICAL CENTRE,2026-04-01 00:00:00,4,7214,3802,173,3270,1625,527.0,4.55
C88648,CRYSTAL PEAKS MEDICAL CENTRE,2026-05-01 00:00:00,4,7214,3582,153,3083,1653,496.5,4.27
C88652,GREYSTONES MEDICAL CENTRE,2025-11-01 00:00:00,8,4205,2490,36,1035,1309,592.2,1.45
C88652,GREYSTONES MEDICAL CENTRE,2025-12-01 00:00:00,8,4205,2453,44,1055,1284,583.4,1.79
C88652,GREYSTONES MEDICAL CENTRE,2026-01-01 00:00:00,8,4205,2856,30,1160,1492,679.2,1.05
C88652,GREYSTONES MEDICAL CENTRE,2026-02-01 00:00:00,8,4205,2408,26,1055,1163,572.7,1.08
C88652,GREYSTONES MEDICAL CENTRE,2026-04-01 00:00:00,8,4205,2300,21,937,1134,547.0,0.91
C88652,GREYSTONES MEDICAL CENTRE,2026-05-01 00:00:00,8,4205,2457,34,859,1338,584.3,1.38
C88655,THE MEDICAL CENTRE DR OKORIE,2025-11-01 00:00:00,2,1133,985,24,806,464,869.4,2.44
C88655,THE MEDICAL CENTRE DR OKORIE,2025-12-01 00:00:00,2,1133,1032,11,824,553,910.9,1.07
C88655,THE MEDICAL CENTRE DR OKORIE,2026-01-01 00:00:00,2,1133,1122,48,877,573,990.3,4.28
C88655,THE MEDICAL CENTRE DR OKORIE,2026-02-01 00:00:00,2,1133,920,24,733,500,812.0,2.61
C88655,THE MEDICAL CENTRE DR OKORIE,2026-04-01 00:00:00,2,1133,922,18,723,448,813.8,1.95
C88655,THE MEDICAL CENTRE DR OKORIE,2026-05-01 00:00:00,2,1133,820,18,624,369,723.7,2.2
Y00411,DEARNE VALLEY GROUP PRACTICE,2025-11-01 00:00:00,1,11642,5365,244,4822,1678,460.8,4.55
Y00411,DEARNE VALLEY GROUP PRACTICE,2025-12-01 00:00:00,1,11642,5928,233,5466,2639,509.2,3.93
Y00411,DEARNE VALLEY GROUP PRACTICE,2026-01-01 00:00:00,1,11642,5978,249,5543,2179,513.5,4.17
Y00411,DEARNE VALLEY GROUP PRACTICE,2026-02-01 00:00:00,1,11642,4739,242,4284,1552,407.1,5.11
Y00411,DEARNE VALLEY GROUP PRACTICE,2026-04-01 00:00:00,1,11642,4755,290,4383,1329,408.4,6.1
Y00411,DEARNE VALLEY GROUP PRACTICE,2026-05-01 00:00:00,1,11642,4256,203,3879,1258,365.6,4.77
Y04809,LAKESIDE SURGERY,2025-11-01 00:00:00,2,2666,1720,84,1515,522,645.2,4.88
Y04809,LAKESIDE SURGERY,2025-12-01 00:00:00,2,2666,1841,86,1581,552,690.5,4.67
Y04809,LAKESIDE SURGERY,2026-01-01 00:00:00,2,2666,1857,95,1615,563,696.5,5.12
Y04809,LAKESIDE SURGERY,2026-02-01 00:00:00,2,2666,1853,80,1583,473,695.0,4.32
Y04809,LAKESIDE SURGERY,2026-04-01 00:00:00,2,2666,1904,81,1654,558,714.2,4.25
Y04809,LAKESIDE SURGERY,2026-05-01 00:00:00,2,2666,1626,77,1426,554,609.9,4.74
Y05167,THE FLYING SCOTSMAN HEALTH CENTRE,2025-11-01 00:00:00,1,12980,2719,233,2457,759,209.5,8.57
Y05167,THE FLYING SCOTSMAN HEALTH CENTRE,2025-12-01 00:00:00,1,12980,3258,299,2954,906,251.0,9.18
Y05167,THE FLYING SCOTSMAN HEALTH CENTRE,2026-01-01 00:00:00,1,12980,2946,281,2664,759,227.0,9.54
Y05167,THE FLYING SCOTSMAN HEALTH CENTRE,2026-02-01 00:00:00,1,12980,2369,213,2085,618,182.5,8.99
Y05167,THE FLYING SCOTSMAN HEALTH CENTRE,2026-04-01 00:00:00,1,12980,2589,203,2373,597,199.5,7.84
Y05167,THE FLYING SCOTSMAN HEALTH CENTRE,2026-05-01 00:00:00,1,12980,2167,167,1980,578,166.9,7.71
Y05248,BRIERLEY MEDICAL CENTRE,2025-11-01 00:00:00,1,3375,1655,61,1431,556,490.4,3.69
Y05248,BRIERLEY MEDICAL CENTRE,2025-12-01 00:00:00,1,3375,1817,48,1457,574,538.4,2.64
Y05248,BRIERLEY MEDICAL CENTRE,2026-01-01 00:00:00,1,3375,1938,61,1667,603,574.2,3.15
Y05248,BRIERLEY MEDICAL CENTRE,2026-02-01 00:00:00,1,3375,1893,68,1616,677,560.9,3.59
Y05248,BRIERLEY MEDICAL CENTRE,2026-04-01 00:00:00,1,3375,1755,69,1490,586,520.0,3.93
Y05248,BRIERLEY MEDICAL CENTRE,2026-05-01 00:00:00,1,3375,1750,47,1453,701,518.5,2.69
Y05349,CLOVER CITY PRACTICE,2025-11-01 00:00:00,4,5808,2211,242,995,1130,380.7,10.95
Y05349,CLOVER CITY PRACTICE,2025-12-01 00:00:00,4,5808,2224,277,955,1165,382.9,12.46
Y05349,CLOVER CITY PRACTICE,2026-01-01 00:00:00,4,5808,2214,226,1012,1138,381.2,10.21
Y05349,CLOVER CITY PRACTICE,2026-02-01 00:00:00,4,5808,2064,190,931,1113,355.4,9.21
Y05349,CLOVER CITY PRACTICE,2026-04-01 00:00:00,4,5808,1885,162,854,986,324.6,8.59
Y05349,CLOVER CITY PRACTICE,2026-05-01 00:00:00,4,5808,1770,157,820,870,304.8,8.87
Y05363,BHF HIGHGATE SURGERY,2025-11-01 00:00:00,1,3242,1626,60,1344,599,501.5,3.69
Y05363,BHF HIGHGATE SURGERY,2025-12-01 00:00:00,1,3242,1914,90,1654,698,590.4,4.7
Y05363,BHF HIGHGATE SURGERY,2026-01-01 00:00:00,1,3242,1825,50,1531,651,562.9,2.74
Y05363,BHF HIGHGATE SURGERY,2026-02-01 00:00:00,1,3242,1831,81,1466,629,564.8,4.42
Y05363,BHF HIGHGATE SURGERY,2026-04-01 00:00:00,1,3242,1675,66,1317,592,516.7,3.94
Y05363,BHF HIGHGATE SURGERY,2026-05-01 00:00:00,1,3242,1521,60,1293,539,469.2,3.94
Y05364,BHF LUNDWOOD SURGERY,2025-11-01 00:00:00,3,3714,2478,177,1983,862,667.2,7.14
Y05364,BHF LUNDWOOD SURGERY,2025-12-01 00:00:00,3,3714,2764,167,2131,968,744.2,6.04
Y05364,BHF LUNDWOOD SURGERY,2026-01-01 00:00:00,3,3714,2775,135,2163,1055,747.2,4.86
Y05364,BHF LUNDWOOD SURGERY,2026-02-01 00:00:00,3,3714,2672,149,2097,1084,719.4,5.58
Y05364,BHF LUNDWOOD SURGERY,2026-04-01 00:00:00,3,3714,2692,109,2056,1305,724.8,4.05
Y05364,BHF LUNDWOOD SURGERY,2026-05-01 00:00:00,3,3714,2303,141,1842,1005,620.1,6.12
